date,equity,ret,roll_vol_daily,roll_vol_ann,vt_multiplier,drawdown,throttle,risk_multiplier,equity_scaled
2020-12-10,1.0203205980556895,0.00017627072415127287,0.004452755120284022,0.07068529618404613,1.5,0.0601257792196217,0.75,1.125,1.0196432490222187
2020-12-11,1.0164277919877494,-0.003815277350431079,0.004238951718688148,0.06729127240355201,1.5,0.06371166004641915,0.75,1.125,1.015266749504515
2020-12-14,1.0184773311991342,0.002016413981928533,0.004147371544388508,0.06583748220622722,1.5,0.061823715146620106,0.75,1.125,1.017569847332239
2020-12-15,1.018162124882907,-0.0003094878075059482,0.004078680261788639,0.06474704190024336,1.5,0.06211406926807339,0.75,1.125,1.0172155561885745
2020-12-16,1.0181853219885837,2.278331231320152e-05,0.003973227576314277,0.0630730324151489,1.5,0.062092701119999316,0.75,1.125,1.0172416286707444
2020-12-17,1.0144868515036474,-0.0036324138691303798,0.00378635536637189,0.060106528048409255,1.5,0.06549956860040962,0.75,1.125,1.013084705745474
2020-12-18,1.0132021158393971,-0.00126638966522441,0.003711569303182417,0.05891933610001182,1.5,0.0666830102888818,0.75,1.125,1.0116413757439517
2020-12-21,1.0143635573913057,0.0011463078627174106,0.0035016575958669188,0.055587091050985096,1.5,0.06561314168516819,0.75,1.125,1.0129459847651254
2020-12-22,1.0101792771002154,-0.004125030183311451,0.0035853671747366526,0.05691593941924468,1.5,0.06946751567860643,0.75,1.125,1.0082452479087527
2020-12-23,1.0086630319294203,-0.001500966417711025,0.0032871357040284545,0.05218166159148306,1.5,0.07086421368816209,0.75,1.125,1.0065427378685838
2020-12-24,1.0140935108014488,0.0053838385071383055,0.003344441071249392,0.053091356094218056,1.5,0.06586189666345621,0.75,1.125,1.0126391843637033
2020-12-25,1.0104415082442608,-0.003601248325020623,0.00339621556673331,0.05391325073005576,1.5,0.06922595994343483,0.75,1.125,1.0085365735513456
2020-12-28,1.0092060741517326,-0.0012226675987162539,0.0028018312104131447,0.0444776915899936,1.5,0.07036398720393822,0.75,1.125,1.007149330436919
2020-12-29,1.0145816445740097,0.005326533955709145,0.0030124793898693206,0.04782162777181088,1.5,0.06541224941532997,0.75,1.125,1.0131845224323413
2020-12-30,1.023102129314324,0.008398027685482035,0.0035242978754228453,0.05594649434689287,1.5,0.05756355561140758,1.0,1.5,1.022756868060966
2020-12-31,1.0180699354019644,-0.004918564596998909,0.0036541045588513914,0.058007111564089,1.5,0.06219899014169883,0.75,1.125,1.0152111244770927
2021-01-01,1.0191083973251214,0.0010200300461156164,0.0035280940151733017,0.056006756197223395,1.5,0.061242404934365835,0.75,1.125,1.0163761135584748
2021-01-04,1.014416042323469,-0.004604372816442881,0.0035331822211374935,0.05608752896282775,1.5,0.06556479488631539,0.75,1.125,1.0111113671913554
2021-01-05,1.0170124678192545,0.002559527242726345,0.0035819582006077866,0.056861823632619685,1.5,0.06317308252226428,0.75,1.125,1.0140228301673315
2021-01-06,1.0095112389706216,-0.007375749153515798,0.0038635299612423584,0.061331636761765784,1.5,0.07008288286584152,0.75,1.125,1.0056087548821726
2021-01-07,1.0093352396859498,-0.00017434108495040235,0.0038611431953489254,0.06129374802781525,1.5,0.07024500562495661,0.75,1.125,1.0054115210956407
2021-01-08,1.0112962483828027,0.0019428715254834472,0.0038201755785614564,0.06064340727285543,1.5,0.06843861112070926,0.75,1.125,1.0076090796883366
2021-01-11,1.0168516339989149,0.005493331578156235,0.003994308557361616,0.06340768261461606,1.5,0.06332123552618762,0.75,1.125,1.0138361018112116
2021-01-12,1.024386345313534,0.007409843346553702,0.004312949300081052,0.06846594759146732,1.5,0.05638059261539319,1.0,1.5,1.0222875143414012
2021-01-13,1.02488610606942,0.0004878635469638404,0.0043125698652036575,0.06845992424952133,1.5,0.055920235104322535,1.0,1.5,1.0230356195605463
2021-01-14,1.0224704419268265,-0.002357007406274647,0.004262537113709153,0.0676656789423448,1.5,0.05814543810229578,1.0,1.5,1.019418665762266
2021-01-15,1.025292349959462,0.0027598920388520742,0.004274092587918136,0.06784911640857515,1.5,0.055546021195157724,1.0,1.5,1.0236388939521077
2021-01-18,1.0270924542747055,0.0017556985725240004,0.0042800294139567615,0.06794336060022668,1.5,0.05388784469275543,1.0,1.5,1.0263346959694453
2021-01-19,1.030530063795953,0.0033469328948336763,0.004173188018649725,0.06624730602996931,1.5,0.05072127079795574,1.0,1.5,1.031487306002019
2021-01-20,1.0295464360000737,-0.0009544872395629289,0.004158444088196318,0.06601325339000523,1.5,0.051627345231767596,1.0,1.5,1.030010493794994
2021-01-21,1.0275698010711802,-0.0019199084759818907,0.004080364155979968,0.06477377289182977,1.5,0.05344813393004655,1.0,1.5,1.0270442049789132
2021-01-22,1.0236588257040855,-0.0038060435047991836,0.004091308897190312,0.06494751527226895,1.5,0.05705075151185757,1.0,1.5,1.021180742590661
2021-01-25,1.0250484885861688,0.0013575449624316782,0.004070588627324868,0.0646185911852963,1.5,0.055770655509743805,1.0,1.5,1.0232601907499153
2021-01-26,1.0253396884214554,0.000284083961421322,0.003935555362883941,0.06247500456670481,1.5,0.055502415097070656,1.0,1.5,1.0236962284627447
2021-01-27,1.0200603903946717,-0.005148828321384302,0.003681587720417156,0.05844339322855793,1.5,0.06036547101169787,0.75,1.125,1.0157899742623397
2021-01-28,1.015227665797473,-0.004737684790729668,0.0036700470485657483,0.05826019074246936,1.5,0.06481716322853026,0.75,1.125,1.0103759199617466
2021-01-29,1.0153781321386106,0.0001482094570575132,0.003661259576117789,0.05812069394196857,1.5,0.06467856028804286,0.75,1.125,1.0105443856365832
2021-02-01,1.0133268175029069,-0.002020247010227849,0.003546523450597527,0.05629931441483834,1.5,0.06656814063022298,0.75,1.125,1.0082476427035751
2021-02-02,1.009243016988458,-0.004030092211032454,0.0035947938537096457,0.057065583308755365,1.5,0.0703299570961986,0.75,1.125,1.003676395360467
2021-02-03,1.0101349815137848,0.0008837955876952464,0.003222153114255344,0.051150094958951585,1.5,0.06950831881426778,0.75,1.125,1.0046743207263722
2021-02-04,1.00924899985414,-0.0008770923449428203,0.003228082367586263,0.05124421893759506,1.5,0.07032444594486875,0.75,1.125,1.0036829795510187
2021-02-05,1.0042683490359672,-0.004935006939707387,0.0033662846270069253,0.05343811179192089,1.5,0.07491240125580712,0.75,1.125,0.9981106492729994
2021-02-08,1.0016252883241743,-0.002631827154893407,0.003118598604973125,0.0495062180867511,1.5,0.07734707191883727,0.75,1.125,0.9951554377238614
2021-02-09,1.0037323649796297,0.002103657605311504,0.0025949371999930693,0.04119335099407165,1.5,0.0754061260696165,0.75,1.125,0.9975105873170256
2021-02-10,1.0067614734791963,0.003017844801316283,0.002723571073816958,0.04323535043597287,1.5,0.07261584525384679,0.75,1.125,1.0008972109747423
2021-02-11,1.0076275870937317,0.0008602967409372386,0.0027270678050143756,0.04329085932287292,1.5,0.07181801968792179,0.75,1.125,1.0018659131594339
2021-02-12,1.0014305993256405,-0.006150077516203112,0.0028461996255878612,0.04518201834570379,1.5,0.0775264108159841,0.75,1.125,0.9949341660043152
2021-02-15,1.005743542427346,0.004306781822534411,0.0030260589182403053,0.04803719610175791,1.5,0.0735535183303182,0.75,1.125,0.9997547509326769
2021-02-16,1.0099366184855114,0.004169130480366379,0.0030903487649835792,0.049057765779612864,1.5,0.06969104206516097,0.75,1.125,1.0044438724383071
2021-02-17,1.0116029612214017,0.00164994783374528,0.003144097090376814,0.04991099399387292,1.5,0.06815608081530244,0.75,1.125,1.0063083124286865
2021-02-18,1.0153984513025665,0.0037519562779670945,0.0032893877158891235,0.052217411171480446,1.5,0.06465984317263196,0.75,1.125,1.010555890317872
2021-02-19,1.0207343323531934,0.005254962762432758,0.0034359882170584095,0.054544621980508634,1.5,0.059744665478296044,1.0,1.5,1.0165301280874717
2021-02-22,1.018551577507278,-0.002138416213436578,0.0034444178841431207,0.05467843879695591,1.5,0.061755322730407514,0.75,1.125,1.0132694813264482
2021-02-23,1.0121730403757772,-0.006262360465938421,0.0036755263649044935,0.058347172192791195,1.5,0.06763094910471779,0.75,1.125,1.0061308402425975
2021-02-24,1.009518478368404,-0.002622636546798063,0.00355997427676854,0.0565128396606995,1.5,0.07007621425269916,0.75,1.125,1.0031622852910564
2021-02-25,1.0119163523450716,0.002375265067503518,0.0034744203497580144,0.05515471317337056,1.5,0.06786739876897308,0.75,1.125,1.0058429086660063
2021-02-26,1.0085180804781473,-0.003358253732187455,0.003542386005010623,0.05623363450232228,1.5,0.07099773655595076,0.75,1.125,1.0020427985012317
2021-03-01,1.0156027717556746,0.00702485301420519,0.003861111100359086,0.061293238535646576,1.5,0.06447163220539243,0.75,1.125,1.0099619022963224
2021-03-02,1.0105088851617727,-0.005015628881256395,0.003919602763732519,0.062221764905986236,1.5,0.06916389530613776,0.75,1.125,1.0042631089494305
2021-03-03,1.0139615204493433,0.0034167292720219677,0.003984227909408332,0.06324765728938338,1.5,0.0659834803397753,0.75,1.125,1.0081233160057348
2021-03-04,1.0133000903824978,-0.0006523226508164948,0.00398149837612458,0.06320432729179888,1.5,0.06659276047178653,0.75,1.125,1.0073834916226572
2021-03-05,1.0127995774613725,-0.0004939434288774303,0.0038085460753736044,0.06045879463301769,1.5,0.06705381084421802,0.75,1.125,1.0068237023596047
2021-03-08,1.0132435478640722,0.0004383595852326394,0.0037433448721621828,0.059423757619740045,1.5,0.06664484493969536,0.75,1.125,1.0073202220327444
2021-03-09,1.0070449006506783,-0.006117628112669138,0.003996701334815302,0.06344566677912711,1.5,0.07235476467539703,0.75,1.125,1.0003875102103807
2021-03-10,0.9981184588637878,-0.008863995816991821,0.0043930716400248536,0.06973785030717856,1.5,0.08057740816096659,0.75,1.125,0.9904116506662707
2021-03-11,0.993593864250532,-0.004533123872297096,0.0044709685523012365,0.0709744254538773,1.5,0.08474526466076149,0.75,1.125,0.9853607846321047
2021-03-12,0.9946178848903146,0.0010306229503087572,0.004303346484088094,0.06831350761344762,1.5,0.083801982125142,0.75,1.125,0.9865032620009528
2021-03-15,0.9997464828699892,0.005156350049185132,0.004352834679651818,0.0690991083632173,1.5,0.07907774443060955,0.75,1.125,0.9922258626624353
2021-03-16,1.003269509439961,0.003523919944042442,0.004321951859406446,0.0686088587902959,1.5,0.07583248812729604,0.75,1.125,0.99615945273217
2021-03-17,1.004708286615847,0.0014340884102908014,0.004317281531868429,0.06853471963905504,1.5,0.07450715020935217,0.75,1.125,0.9977666060488803
2021-03-18,1.008415355302683,0.003689696538009546,0.00431435671399687,0.06848828959474523,1.5,0.07109236244552719,0.75,1.125,1.0019082440399705
2021-03-19,1.0049316605857914,-0.0034546228382706934,0.004165052647070766,0.06611816100984313,1.5,0.07430138798486685,0.75,1.125,0.9980143770505443
2021-03-22,1.0035262448295932,-0.0013985187364671248,0.004156020192492639,0.06597477523858987,1.5,0.07559599483809165,0.75,1.125,0.9964441675192794
2021-03-23,1.008956628409642,0.005411302004334706,0.004158377098191993,0.0660121899566546,1.5,0.07059376559214392,0.75,1.125,1.0025102353802973
2021-03-24,1.0041504191990225,-0.004763543917834512,0.004247244120249492,0.0674229101973688,1.5,0.07502103300725504,0.75,1.125,0.9971377961541955
2021-03-25,1.0003660554702138,-0.0037687219528597105,0.0042678519681154095,0.06775004964042564,1.5,0.07850702154609401,0.75,1.125,0.9929101191640041
2021-03-26,0.9919345195516596,-0.008428450638092722,0.004566400669433204,0.07248936334799475,1.5,0.08627377962834193,0.75,1.125,0.983495338495638
2021-03-29,0.9867709823382476,-0.005205522251353734,0.004285414829614896,0.06802885142345551,1.5,0.09103020180013188,0.75,1.125,0.977735780768416
2021-03-30,0.9969594975995828,0.010325106274601481,0.0049032986148507575,0.0778374524326955,1.5,0.08164499203331521,0.75,1.125,0.9890929098439447
2021-03-31,0.9960877280573288,-0.0008744282434270945,0.004813154039157812,0.07640645165674566,1.5,0.08244802758977399,0.75,1.125,0.988119907721236
2021-04-01,0.9890494263701208,-0.007065945587879874,0.004997606563634257,0.07933454470752203,1.5,0.0889313999008765,0.75,1.125,0.9802651560311945
2021-04-02,0.9928654298292972,0.0038582535487445835,0.005116854088641377,0.08122754048129481,1.5,0.08541626624139431,0.75,1.125,0.9845200314877834
2021-04-05,0.990248384282466,-0.002635851212264617,0.0051181021127443245,0.08124735224973449,1.5,0.08782697288473951,0.75,1.125,0.9816006021294755
2021-04-06,0.988813740391876,-0.0014487717560170976,0.004990353088755033,0.07921939936349315,1.5,0.08914850340302471,0.75,1.125,0.9800007224979141
2021-04-07,0.9932156512542892,0.004451708833120405,0.004766753746497017,0.0756698698458992,1.5,0.08509365774996303,0.75,1.125,0.9849087351048235
2021-04-08,0.994293933707364,0.0010856478668181957,0.0046697352413360895,0.0741297488225369,1.5,0.08410039163116079,0.75,1.125,0.9861116571805102
2021-04-09,0.9977978143933668,0.0035239887997084995,0.004727282762193316,0.07504328739507603,1.5,0.0808727716696116,0.75,1.125,0.9900210844200721
2021-04-12,0.9993584944099408,0.001564124509054965,0.004601001917223125,0.07303864112822267,1.5,0.07943514224484038,0.75,1.125,0.9917631651930227
2021-04-13,1.000297892067976,0.000940000673721908,0.0045358048557283615,0.0720036698626587,1.5,0.07856981065834578,0.75,1.125,0.9928119554919085
2021-04-14,1.001267851602296,0.0009696706771167296,0.0045288805493434985,0.07189374990648291,1.5,0.07767632682273107,0.75,1.125,0.9938949937131814
2021-04-15,0.9987058154498356,-0.002558791983943487,0.004467558030349749,0.07092028509632993,1.5,0.08003636124425839,0.75,1.125,0.9910339268525371
2021-04-16,0.999849681922088,0.0011453487649284444,0.004426390371504635,0.0702667687721524,1.5,0.07898268202683045,0.75,1.125,0.9923108912721753
2021-04-19,0.9906037825700847,-0.009247289386769775,0.004839989490135559,0.07683245123438998,1.5,0.0874995956963549,0.75,1.125,0.9819876820522834
2021-04-20,0.9916871778535012,0.0010936716601319674,0.004658319635156171,0.07394853169243419,1.5,0.08650161986430893,0.75,1.125,0.9831959006630502
2021-04-21,0.9955630709313332,0.003908382768668339,0.004677604149728156,0.07425466387070663,1.5,0.08293131853618019,0.75,1.125,0.987518944818974
2021-04-22,0.995291454672337,-0.00027282677203177563,0.004614027719513191,0.07324541932914233,1.5,0.08318151942427532,0.75,1.125,0.9872158455121843
2021-04-23,0.9942288677070518,-0.0010676138736015472,0.004223524235705465,0.06704636870358484,1.5,0.08416032755371228,0.75,1.125,0.9860301345126627
2021-04-26,0.994745787919158,0.0005199207434989361,0.0040427217050379065,0.06417621750823992,1.5,0.08368416351028829,0.75,1.125,0.9866068742233921
2021-04-27,0.992038952790134,-0.0027211325364707717,0.003390243952891166,0.053818454299143614,1.5,0.0861775803466438,0.75,1.125,0.9835866001489677
2021-04-28,1.0011689397561765,0.009203254509678516,0.003959809552393864,0.06286002788887293,1.5,0.07776744004192382,0.75,1.125,0.9937703226891331
2021-04-29,1.0035194709563504,0.002347786778869043,0.003604283720734559,0.05721623027749333,1.5,0.07560223463061166,0.75,1.125,0.9963951286170805
2021-04-30,1.006600943409814,0.0030706653359968694,0.0035740987448711287,0.05673705864070258,1.5,0.07276371845581886,0.75,1.125,0.9998371740972811
2021-05-03,1.0108192536171845,0.004190647977222461,0.0035657941154139503,0.05660522673505717,1.5,0.06887799760815849,0.75,1.125,1.0045508854323615
2021-05-04,1.0116572010899527,0.0008289785436610408,0.003520738805660459,0.05588999586595285,1.5,0.06810611744664485,0.75,1.125,1.0054877304536554
2021-05-05,1.0128012304839076,0.0011308468844211106,0.0034383992779175843,0.05458289638508394,1.5,0.06705228815294828,0.75,1.125,1.006766914704376
2021-05-06,1.016976996854219,0.004122987062640471,0.0035060015375196056,0.0556560489869218,1.5,0.06320575680688278,0.75,1.125,1.0114366625393492
2021-05-07,1.0098693892456172,-0.0069889561224959484,0.003876844550091504,0.06154299930718926,1.5,0.06975297066836639,0.75,1.125,1.0034841652772815
2021-05-10,1.013592306060262,0.0036865329856428097,0.003930217917589834,0.06239027524939709,1.5,0.06632358430993912,0.75,1.125,1.0076459649376295
2021-05-11,1.0103475031728215,-0.003201289974321897,0.004020959514681728,0.06383075344624094,1.5,0.06931255325874852,0.75,1.125,1.0040169771467562
2021-05-12,0.9990153789783702,-0.011216065916790696,0.004760143112156506,0.07556492927905895,1.5,0.07975120500932809,0.75,1.125,0.9913482164748444
2021-05-13,1.0079595489900983,0.008952985309270023,0.005111226841183273,0.08113821069725503,1.5,0.07151223106690319,0.75,1.125,1.0013331832456234
2021-05-14,1.012686485358073,0.0046896091938517515,0.005192219836648619,0.08242393464089195,1.5,0.06715798628933556,0.75,1.125,1.006616027210663
2021-05-17,1.0110088949960836,-0.001656574256934329,0.004709789448432742,0.07476558964817462,1.5,0.06870330835503535,0.75,1.125,1.0047400512387066
2021-05-18,1.0054882107692684,-0.0054605693917624265,0.004917479848097935,0.07806257253143291,1.5,0.07378871856408153,0.75,1.125,0.9985677918719257
2021-05-19,1.0049099313138483,-0.0005751230588548761,0.004868211085403037,0.07728045517046556,1.5,0.07432140402940679,0.75,1.125,0.9979217050886234
2021-05-20,1.0051457222557192,0.00023463888108121722,0.004865547091684436,0.07723816558122361,1.5,0.07410420383940741,0.75,1.125,0.9981851252249483
2021-05-21,1.0133364216727638,0.0081487681195751,0.005124381762586532,0.08134703860055277,1.5,0.06655929369360547,0.75,1.125,1.007335851741549
2021-05-24,1.017075923336221,0.0036902864473027375,0.005157081493525598,0.08186613073657373,1.5,0.06311463010576235,0.75,1.125,1.0115178793133084
2021-05-25,1.023157746969797,0.005979714487416299,0.0051813076148091875,0.08225070848946213,1.5,0.05751232308635723,1.0,1.5,1.0183225409451702
2021-05-26,1.0190668246083097,-0.003998330045980825,0.005003264003373114,0.07942435377916013,1.5,0.061280699882927725,0.75,1.125,1.0122151565272293
2021-05-27,1.017565309076952,-0.001473422051527118,0.005017227296300207,0.07964601418257196,1.5,0.06266382959991434,0.75,1.125,1.0105373088781475
2021-05-28,1.0116850790866938,-0.005778724901296384,0.005177006734433853,0.08218243413011149,1.5,0.06808043746869097,0.75,1.125,1.0039677396288313
2021-05-31,1.0084895633944615,-0.003158607118251777,0.005146080407519674,0.08169149391023389,1.5,0.07102400523254049,0.75,1.125,1.0004002075238336
2021-06-01,1.01255983081076,0.00403600350865152,0.005222000168266022,0.08289668274941604,1.5,0.06727465485820594,0.75,1.125,1.0049425286149083
2021-06-02,1.014819789519518,0.002231926094627301,0.005238795338580458,0.08316329781268988,1.5,0.06519288082126373,0.75,1.125,1.0074658557497767
2021-06-03,1.0284373584548288,0.01341870652892796,0.005939425310735703,0.0942854538170952,1.5,0.052648978427851656,1.0,1.5,1.0226746054880258
2021-06-04,1.020665317146588,-0.0075571363139878,0.005976792712690551,0.0948786429333739,1.5,0.05980823923506806,1.0,1.5,1.0110818683902358
2021-06-07,1.025361070686987,0.004600679048766487,0.006004040351773056,0.09531118579432962,1.5,0.05548271869949406,1.0,1.5,1.0180593631429717
2021-06-08,1.0216731549451172,-0.0035966995893443876,0.006017146403848085,0.09551923792109196,1.5,0.05887986361727626,1.0,1.5,1.012566882602955
2021-06-09,1.024185996066629,0.0024595352333074416,0.005381801053454326,0.08543344315839348,1.5,0.0565651454830679,1.0,1.5,1.0163025484887185
2021-06-10,1.0263684221109302,0.0021308883861745898,0.005091741404378204,0.08082888897741296,1.5,0.054554791108465395,1.0,1.5,1.0195509894348398
2021-06-11,1.0285998265578864,0.00217407745492304,0.005027694855481495,0.07981218153313718,1.5,0.05249931999494939,1.0,1.5,1.022875863665252
2021-06-14,1.0275621201511225,-0.0010088533752106166,0.0050138819337890795,0.07959290819907314,1.5,0.053455209253986835,1.0,1.5,1.0213279660140318
2021-06-15,1.021726406176692,-0.005679183632783413,0.005027791883395422,0.07981372180352007,1.5,0.058830810937287925,1.0,1.5,1.0126275024115954
2021-06-16,1.018752084184685,-0.002911074798523372,0.005085505433960809,0.08072989601596746,1.5,0.061570624844715094,0.75,1.125,1.0082057508077524
2021-06-17,1.0245142963812257,0.00565614763983735,0.00519689960111986,0.08249822359880352,1.5,0.056262729749276486,1.0,1.5,1.0146211314578917
2021-06-18,1.0245833406276754,6.739217470519421e-05,0.0049302197732254685,0.07826481257308711,1.5,0.056199129242283985,1.0,1.5,1.0147236977447178
2021-06-21,1.0295302288375503,0.004828195046431505,0.004972353127623065,0.07893365883890906,1.5,0.05164227455327375,1.0,1.5,1.0220726236411395
2021-06-22,1.02370811850972,-0.005655113531152889,0.004991956865503798,0.07924485853010735,1.5,0.05700534515882094,1.0,1.5,1.0134027185554786
2021-06-23,1.0281831125611236,0.004371357392298547,0.004986752494385687,0.0791622416998533,1.5,0.0528831785034829,1.0,1.5,1.0200476367531779
2021-06-24,1.0207706527327125,-0.007209279882011699,0.005247683080721119,0.08330438634521624,1.5,0.05971120875061264,1.0,1.5,1.0090169233936706
2021-06-25,1.0138362006399646,-0.006793349783502878,0.005309496428654293,0.08428564282322915,1.5,0.0660989194070769,0.75,1.125,0.9987350160465398
2021-06-28,1.014454417078989,0.000609779408778488,0.0052563937954324905,0.08344266465442375,1.5,0.06552944575829533,0.75,1.125,0.9994201501001024
2021-06-29,1.0146703520014069,0.00021285818148397695,0.00518642018018879,0.08233186794879804,1.5,0.06533053605546912,0.75,1.125,0.9996594767002523
2021-06-30,1.0111304322376258,-0.003488738738447128,0.005219566230787441,0.08285804518976603,1.5,0.0685913536219761,0.75,1.125,0.9957359821159298
2021-07-01,1.0122277335945762,0.001085222362976479,0.004208512564574369,0.06680806581212664,1.5,0.06758056812985691,0.75,1.125,0.9969516514407689
2021-07-02,1.006326557473174,-0.005829889782259068,0.004084556544363698,0.06484032499420625,1.5,0.07301647064849648,0.75,1.125,0.9904130184138605
2021-07-05,1.0172476456153312,0.010852429622427495,0.004674742149951506,0.0742092310327386,1.5,0.06295644713505988,0.75,1.125,1.0025049544407671
2021-07-06,1.0178536439007446,0.0005957234583195969,0.004619753536421829,0.07333631385469999,1.5,0.062398228309151094,0.75,1.125,1.0031768221240145
2021-07-07,1.0158202135667616,-0.0019977629850499445,0.004594652107491714,0.07293784102369132,1.5,0.06427133442335231,0.75,1.125,1.0009221989109778
2021-07-08,1.020926283154251,0.0050265485164553425,0.004716122431268826,0.07486612263402373,1.5,0.059567848887593255,1.0,1.5,1.0065822809042537
2021-07-09,1.0208918953425106,-3.368295273398214e-05,0.004683708472269688,0.07435156698691114,1.5,0.0595995254192887,1.0,1.5,1.0065314239091678
2021-07-12,1.012526582824735,-0.008194121783060115,0.004985181947984982,0.07913731004866079,1.5,0.06730528143285053,0.75,1.125,0.9941599623101849
2021-07-13,1.0065750635978443,-0.0058778893590004655,0.00499523476699496,0.07929689360311404,1.5,0.07278755779431234,0.75,1.125,0.9875859547636266
2021-07-14,1.0020325534473,-0.004512837953990045,0.005042113872174046,0.08004107632704865,1.5,0.07697191729491004,0.75,1.125,0.9825720374617063
2021-07-15,0.9919060283191148,-0.01010598417521158,0.0051985724557923494,0.08252477934346127,1.5,0.08630002449200347,0.75,1.125,0.9714009478174137
2021-07-16,0.99699685759002,0.005132370532652253,0.00539346789790511,0.08561864857240337,1.5,0.08161057766202107,0.75,1.125,0.9770097361173784
2021-07-19,1.0004179579561965,0.0034314053651545162,0.005321589626692473,0.08447761639061602,1.5,0.07845921127090949,0.75,1.125,0.9807813171239899
2021-07-20,0.9950811019649676,-0.005334626341706006,0.005309278152144891,0.0842821777910636,1.5,0.08337528703742025,0.75,1.125,0.9748952025429842
2021-07-21,0.99876334948379,0.0037004496533510345,0.0052746950039259345,0.08373318733261732,1.5,0.07998336343608492,0.75,1.125,0.978953696984076
2021-07-22,1.0070194499688507,0.008266323037712464,0.005501342341481855,0.08733110227554458,1.5,0.0723782087181779,0.75,1.125,0.9880575879195884
2021-07-23,1.0076741669546885,0.0006501532675045052,0.005322899123033996,0.08449840400059053,1.5,0.07177511237956768,0.75,1.125,0.9887802753975155
2021-07-26,1.0034966425908596,-0.004145709497003214,0.005383239847819958,0.08545628331086881,1.5,0.07562326311153056,0.75,1.125,0.9841686801470799
2021-07-27,1.0044288996768722,0.0009290086747133497,0.005390428279561013,0.08557039612708918,1.5,0.07476450910425791,0.75,1.125,0.9851972690434725
2021-07-28,1.0017421893214218,-0.0026748636526834346,0.005370691839058667,0.08525708984708019,1.5,0.07723938788902762,0.75,1.125,0.9822325921320743
2021-07-29,1.0074564265970694,0.00570429930630989,0.005528814271075891,0.08776720563798994,1.5,0.07197568516947284,0.75,1.125,0.9885359094127498
2021-07-30,1.0141417354860365,0.0066358293147708025,0.00556390522397263,0.08832425724578825,1.5,0.06581747421630035,0.75,1.125,0.9959156344249327
2021-08-02,1.0168133444371028,0.0026343546050651145,0.0050573793629294025,0.08028340848012883,1.5,0.06335650617753075,0.75,1.125,0.9988671787299619
2021-08-03,1.0262445373611946,0.009275245034586765,0.0054479295643382036,0.08648320072461207,1.5,0.054668908262275884,1.0,1.5,1.0092900087996546
2021-08-04,1.0363515701118,0.009848561802427547,0.005785782648875325,0.09184645217277991,1.5,0.04535875658154054,1.0,1.5,1.0242000913420086
2021-08-05,1.0360911615336663,-0.00025127436059713126,0.005716872903238758,0.09075254387360146,1.5,0.04559863344958015,1.0,1.5,1.0238140585073954
2021-08-06,1.0390238166594932,0.0028304991246965727,0.005731207548631948,0.09098009931465754,1.5,0.042897201216950065,1.0,1.5,1.0281609157020812
2021-08-09,1.0377413969048044,-0.0012342544358721064,0.005368452904704511,0.08522154786606283,1.5,0.04407850959193371,1.0,1.5,1.0262573974455877
2021-08-10,1.0336108778985174,-0.003980297036050406,0.005257345642669159,0.08345777476086985,1.5,0.04788336106690183,1.0,1.5,1.0201301835296714
2021-08-11,1.0315976067911627,-0.001947803714535068,0.00514304861412685,0.08164336568217023,1.5,0.049737897392886365,1.0,1.5,1.017149663488489
2021-08-12,1.0295585242696297,-0.001976625874381077,0.004492326782751067,0.07131347685116526,1.5,0.0516162100523434,1.0,1.5,1.014133876974035
2021-08-13,1.0286294862297278,-0.000902365448881004,0.004465972432269809,0.070895114507137,1.5,0.05247199881667097,1.0,1.5,1.0127611979173532
2021-08-16,1.0294064374770555,0.0007553266338644615,0.004448340095516928,0.07061520983865059,1.5,0.051756305681044834,1.0,1.5,1.0139086461771503
2021-08-17,1.0214170849004425,-0.007761125524135992,0.00465951196032543,0.07396745926771289,1.5,0.05911574402012465,1.0,1.5,1.0021050377676688
2021-08-18,1.024383489106489,0.002904204609359473,0.0046423537814760775,0.07369508162259596,1.5,0.056383223627034074,1.0,1.5,1.0064705148722894
2021-08-19,1.0340732321637014,0.009459097262163318,0.00473841530465728,0.07522001102799311,1.5,0.047457460761113235,1.0,1.5,1.0207509686098044
2021-08-20,1.0342650760789542,0.0001855225619287193,0.004742865744470921,0.07529065956982366,1.5,0.047280742628887595,1.0,1.5,1.021035027111986
2021-08-23,1.0292269902641435,-0.004871174645005749,0.0047870539243900665,0.07599212517955148,1.5,0.05192160451920236,1.0,1.5,1.0135745672083898
2021-08-24,1.0215141964873906,-0.007493773336407994,0.005155553210231129,0.0818418699913936,1.5,0.0590262891200809,1.0,1.5,1.0021813201090786
2021-08-25,1.025771483893095,0.004167624317257257,0.00513682874548641,0.08154462832850967,1.5,0.05510466420071802,1.0,1.5,1.00844639296906
2021-08-26,1.0189546298526522,-0.006645587392009378,0.005297906875923008,0.08410166437722846,1.5,0.06138404873107428,0.75,1.125,0.9983938150171112
2021-08-27,1.028855610941388,0.009716802690388215,0.00551216820386849,0.08750295751316164,1.5,0.05226370273054304,1.0,1.5,1.0093076601884146
2021-08-30,1.0269083190606183,-0.0018926775147660724,0.005522491611529691,0.0876668365292873,1.5,0.054057461910312576,1.0,1.5,1.0064422193175349
2021-08-31,1.0245851846965532,-0.0022622607305297082,0.00516789241249684,0.08203774875482558,1.5,0.05619743056757043,1.0,1.5,1.0030269672520709
