n_days,years,gross_cagr,net_cagr,sharpe,sortino,mdd,profit_factor,calmar,turnover_year,symbol,pass_years,pass_cagr,pass_mdd,pass_sharpe,pass_pf,pass_all
120,0.47619047619047616,0.6888622153836996,0.6782166139086709,2.3883875278298827,2.9381591450322975,-0.1291657960998398,1.5808209778101505,5.250744658318349,4.2,BALKRISIND.NS,False,True,True,True,True,False
120,0.47619047619047616,-0.006855653885070256,-0.019388110618349663,0.03295417630646005,0.03652826390542343,-0.16508431258258083,1.007498941426418,-0.1174436887130088,8.4,NATCOPHARM.NS,False,False,True,False,False,False
120,0.47619047619047616,-0.030581451895094425,-0.03972200092129374,-0.19073633066150203,-0.22902992617448117,-0.09379241098884916,0.952949740289653,-0.42350975417420744,6.300000000000001,LTTS.NS,False,False,True,False,False,False
120,0.47619047619047616,-0.0367480415989353,-0.04588353761968311,-0.1776230534250828,-0.17005130636532467,-0.08913855671589466,0.9513221146255701,-0.5147440042800405,6.300000000000001,COROMANDEL.NS,False,False,True,False,False,False
120,0.47619047619047616,-0.06942258104931698,-0.0839225386993826,-0.2991875162720925,-0.3914423927244174,-0.19100264937244427,0.9299218610080229,-0.439378924717104,10.5,FCL.NS,False,False,True,False,False,False
120,0.47619047619047616,-0.09968016132657775,-0.11097811898113652,-0.6003412074281137,-0.5540800255329237,-0.10680040960083848,0.8588249888042221,-1.0391169790070285,8.4,LT.NS,False,False,True,False,False,False
