ticker,weight,price,atr_window,atr_proxy,atr_mult,use_trailing,stop_level,stop_pct
CL=F,0.2,195.58071550580448,14,1.092229681214959,3.0,True,253.14545221602253,0.2943272631013032
HDFCBANK.NS,0.2,1116.8465066261044,14,17.578617502311467,3.0,True,1105.58430628904,-0.010083928516808172
HG=F,0.2,308.47540095566603,14,2.0801098474974493,3.0,True,302.43540986660304,-0.019580138547031334
TCS.NS,0.2,1455.4293110509022,14,20.727630000762062,3.0,True,1611.5390096797069,0.10726024097734066
USDINR=X,0.2,157.91274179224249,14,0.7082520092648974,3.0,True,158.86301618985658,0.006017718309674569
